Mes;Animales vivos;Carnes y despojos comestibles;Pescados y crustáceos, moluscos e invertebrados acuáticos;Leche y productos lácteos, huevos, miel;Demás productos de origen animal;Plantas vivas y productos de la floricultura;Legumbres y hortalizas, plantas, raíces y tubérculos;Frutos comestibles, cortezas de agrios o melones;Café, té, yerba mate y especias;Cereales;Productos de molinería, malta, almidón y fécula;Semillas y frutos oleaginosos, forrajes;Gomas, resinas, y demás jugos y extractos vegetales;Materias trenzables y demás productos vegetales;Grasas y aceites animales o vegetales;Preparaciones de carne, pescado, crustáceos, moluscos;Azúcares y artículos confitería;Cacao y sus preparaciones;Preparaciones a base de cereal, harina, leche; pastelería;Preparaciones de legumbres u hortalizas, frutos, otras;Preparaciones alimenticias diversas;Bebidas, líquidos alcohólicos y vinagre ;Residuos industrias alimentarias. Alimentos para animales;Tabaco, sucedáneos del tabaco elaborados;Sal; azufre; tierras y piedras; yesos, cales y cementos;Minerales, escorias y cenizas;Combustibles y aceites minerales y sus productos;Productos químicos inorgánicos;Productos químicos orgánicos;Productos farmacéuticos;Abonos;Extractos curtientes, pinturas, tintas;Aceites esenciales, perfumería, cosméticos;Jabones, ceras artificiales, pastas;Materias albuminoideas, colas;Pólvoras, explosivos, fósforos;Productos fotográficos, cinematográficos;Productos diversos de las industrias químicas;Materias plásticas y manufacturas;Caucho y manufacturas;Pieles y cueros;Manufacturas de cuero, artículos de viaje, bolsos;Peletería y confecciones;Madera, carbón vegetal y manufacturas de madera;Corcho y sus manufacturas;Manufactura de espartería y cestería;Pastas de madera, desperdicios de papel o cartón;Papel, cartón y sus manufacturas;Productos editoriales, prensa, textos;Seda;Lana y pelo fino u ordinario; hilados y tejidos de crin;Algodón;Demás fibras vegetales, hilados de papel;Filamentos sintéticos o artificiales;Fibras sintéticas o artificiales discontinuas;Guata, fieltro y telas sin tejer; cordeles ,cuerdas, cordajes;Alfombras y materias textiles;Tejidos especiales, superficies textiles con pelo;Tejidos impregnados, recubiertos;Tejidos de punto;Prendas y complementos de vestir, de punto;Prendas y complementos de vestir, excepto de punto;Demás artículos textiles confeccionados;Calzado, botines, artículos análogos y partes;Artículos de sombrerería y partes;Paraguas, bastones, látigos y sus partes;Plumas, flores artificiales; manufactura de cabellos;Manufacturas de piedra, yeso, cemento, mica y análogas;Productos cerámicos;Vidrio y manufacturas;Perlas finas, piedras y metales preciosos;Fundición, hierro y acero;Manufactura de fundición, de hierro o acero;Cobre y sus manufacturas;Níquel y sus manufacturas;Aluminio y sus manufacturas;Plomo y manufacturas;Zinc y manufacturas;Estaño y manufacturas;Demás metales comunes, "cermets" y manufacturas;Herramientas y útiles, cuchillería y cubiertos;Manufacturas diversas de metales comunes;Reactores nucleares, calderas, máquinas y partes;Aparatos y material eléctrico, de grabación o imagen;Vehículos y material para vía férrea, aparatos de señalización;Vehículos automóviles, tractores, ciclos, partes y accesorios;Navegación aérea o espacial;Navegación marítima o fluvial;Instrumentos y aparatos de óptica, fotografía, cinematografía;Relojería;Instrumentos de música, partes y accesorios;Armas y municiones, sus partes y accesorios;Muebles;Juguetes, artículos para recreo, deporte; partes y accesorios;Manufacturas diversas;Objetos de arte, de colección o de antigüedad;Disposiciones de tratamiento especial;Total exportaciones
septiembre-09;719;6.292;16.630;936;271;122.011;3.120;91.389;93.777;232;1.424;846;68;7;13.536;1.903;66.671;5.545;11.319;3.272;29.126;3.859;2.198;3.029;10.796;7.903;1.372.474;9.029;12.810;50.158;4.996;20.082;36.458;12.583;4.023;67;179;32.488;102.138;13.433;6.792;5.973;189;4.199;2;28;22;42.225;16.113;0;20;5.361;2;4.409;1.296;2.285;624;2.252;3.202;8.664;22.053;30.145;6.360;4.586;253;12;18;4.952;11.908;13.531;161.231;72.786;15.326;23.281;1.690;13.046;541;2;0;519;4.193;3.743;31.093;46.822;107;25.389;2.686;1.224;6.316;153;15;398;12.750;1.772;4.934;5;693; 2.795.983 
octubre-09;302;2.455;6.630;895;429;87.858;1.449;80.039;114.380;0;1.396;1.004;97;33;14.818;3.868;61.619;8.380;10.467;4.551;32.179;3.561;1.902;1.813;4.801;3.302;1.594.802;8.759;9.918;35.994;5.583;19.330;30.962;14.031;4.008;191;32;27.111;100.637;10.403;6.445;5.087;36;2.573;29;20;114;39.457;14.380;0;21;6.983;0;4.493;2.834;1.529;356;2.325;3.491;10.734;21.688;25.946;5.058;3.907;248;2;66;4.651;13.471;12.374;154.643;111.934;11.445;21.292;0;14.015;567;40;0;235;4.428;3.271;32.895;42.737;22;26.119;2.470;93;4.477;91;13;232;11.007;2.460;5.233;157;505; 2.948.687 
noviembre-09;211;283;18.964;1.511;1.485;59.762;806;87.303;120.526;186;1.270;325;91;12;11.492;1.917;47.905;7.184;10.285;4.665;27.995;3.561;1.357;789;8.596;28.275;1.521.685;7.122;11.349;36.971;4.687;21.827;30.568;9.508;3.226;198;7;22.946;94.796;10.673;6.926;5.281;190;2.868;1;17;436;36.447;10.385;0;42;4.101;9;3.603;1.875;2.763;229;2.361;1.819;6.320;20.440;27.762;5.110;6.163;312;22;36;3.386;12.205;10.817;193.880;90.867;12.896;26.359;1.657;12.881;469;3;0;142;3.589;2.224;39.485;29.668;0;27.222;2.892;646;3.783;199;0;266;11.488;1.758;4.154;36;485; 2.861.294 
diciembre-09;238;755;24.269;1.693;462;84.337;1.062;56.452;151.729;299;2.013;559;44;97;19.084;1.750;110.300;7.690;9.758;3.855;33.777;3.013;1.650;5.087;8.768;6.442;1.668.074;9.788;12.232;31.375;3.267;23.902;31.693;10.754;3.808;93;82;28.191;100.455;11.988;6.843;6.920;153;3.141;2;5;74;42.549;13.570;0;31;4.196;0;3.557;1.606;3.749;208;2.225;1.883;5.236;23.717;29.240;6.698;3.803;166;12;44;5.114;11.102;15.878;227.446;103.682;15.547;23.402;1.200;13.638;924;69;0;98;4.362;2.865;31.950;32.326;62;31.165;7.079;371;4.474;273;1;222;12.782;1.445;4.393;41;546; 3.182.972 
enero-10;352;683;17.901;462;277;70.116;1.073;63.554;134.112;0;2.150;1.106;28;361;13.843;1.000;104.131;5.422;5.480;2.716;22.211;2.964;1.428;795;2.093;7.120;1.716.306;8.413;11.889;18.274;1.686;14.971;21.936;7.195;2.702;47;54;21.563;90.351;7.830;9.237;3.951;116;1.790;8;0;7;42.854;9.353;0;16;3.377;11;3.141;819;4.458;280;1.255;3.008;2.973;13.951;17.651;5.433;2.940;69;13;8;2.925;9.593;7.889;156.947;73.475;10.221;21.448;1.333;9.195;578;0;0;26;3.043;1.916;28.469;32.353;0;13.429;11.537;58;3.028;113;0;714;9.216;899;3.282;3;428; 2.913.433 
febrero-10;441;1.247;8.463;1.924;489;96.689;770;60.749;124.246;0;1.304;542;68;4;6.342;550;43.620;6.291;8.072;3.992;26.861;2.925;1.699;980;5.715;2.123;1.608.150;5.643;14.648;21.959;4.246;19.734;30.353;11.057;4.564;143;137;17.690;72.120;9.543;8.204;4.820;123;3.124;18;67;6;39.985;10.614;0;20;4.923;0;3.733;1.583;3.425;323;1.507;2.920;6.220;18.743;26.564;4.645;3.770;220;12;34;4.375;8.707;13.901;174.372;94.893;21.749;40.248;25;13.210;1.729;28;0;225;3.843;3.160;34.476;33.999;0;28.208;706;124;4.125;66;2;22;9.714;853;3.992;15;689; 2.869.156 
marzo-10;7.114;951;15.957;1.636;430;149.190;1.173;80.556;162.999;749;1.663;2.888;50;42;23.870;2.751;63.903;7.894;9.960;4.637;31.921;2.912;1.955;2.984;3.126;3.863;1.738.091;12.909;12.470;36.771;5.256;19.738;33.563;12.611;3.877;65;127;30.106;117.962;15.702;12.708;7.096;207;4.757;14;36;176;48.511;15.536;3;46;5.181;7;5.293;1.477;2.459;587;2.423;4.410;7.431;20.421;23.474;6.444;4.524;236;1;75;5.428;14.259;14.448;193.184;77.695;17.187;40.969;1.616;15.086;549;45;0;124;5.574;3.480;32.357;28.086;5;34.648;28.958;154;5.529;133;15;9;12.876;1.500;5.508;22;504; 3.337.903 
abril-10;370;1.135;17.491;481;641;78.396;1.025;61.096;131.870;1.118;1.601;1.546;30;205;21.212;2.105;92.258;5.949;9.370;3.301;28.007;1.950;1.987;3.621;4.092;2.577;2.016.372;9.761;12.884;33.083;7.520;23.804;36.392;10.096;3.397;55;90;29.575;123.293;10.625;8.985;5.904;173;2.368;7;33;55;48.263;11.594;0;119;5.080;21;4.518;1.646;5.414;425;2.520;3.621;6.956;21.810;27.068;6.768;4.084;333;1;0;6.464;13.752;14.026;183.296;132.987;13.555;28.297;2.056;16.300;995;1;0;31;4.464;3.048;32.753;23.615;1;27.398;4.714;34;4.435;120;3;870;11.995;1.084;6.097;32;413; 3.490.978 
mayo-10;4.940;1.067;13.887;916;359;143.221;832;53.040;158.572;1.431;4.674;1.376;26;205;19.308;2.669;34.556;7.621;10.008;3.908;24.114;3.368;1.532;2.901;2.953;5.721;1.945.313;10.203;11.505;35.453;9.176;26.290;39.956;12.814;2.896;104;162;21.837;125.968;13.301;12.144;8.536;89;2.676;7;4;275;50.558;15.063;0;183;6.358;2;4.100;1.563;2.533;312;2.355;2.565;7.527;24.618;32.068;7.063;3.011;222;7;5;5.666;13.248;16.394;189.977;121.973;18.944;38.110;1.480;14.519;1.752;35;0;246;5.131;3.166;35.269;27.687;15;29.512;22.695;1.849;4.362;153;11;24;10.657;2.245;5.710;28;448; 3.513.331 
junio-10;326;915;7.170;833;392;76.121;932;43.312;151.151;92;1.644;2.594;75;36;10.522;1.199;26.773;5.221;9.434;5.367;26.325;3.039;1.446;2.614;4.236;1.444;1.767.706;6.571;12.804;25.588;7.834;22.812;32.373;11.051;4.050;67;151;25.807;95.751;15.487;10.213;5.573;224;2.626;12;6;14;41.010;10.346;0;63;5.912;0;4.883;2.050;2.119;507;2.547;5.138;6.865;25.359;28.546;3.937;3.090;186;5;21;4.555;9.420;13.315;181.873;106.432;17.441;17.323;3.236;13.582;742;1;0;213;3.890;3.343;30.533;26.662;4;26.618;4.504;58;4.931;133;2;321;10.719;1.169;6.344;150;593; 3.060.628 
julio-10;300;1.018;10.042;1.059;473;103.702;544;67.086;130.128;18;1.825;1.181;227;172;10.563;2.913;38.939;3.985;6.913;4.842;29.209;2.274;2.102;449;2.723;2.146;1.902.545;8.069;11.809;30.509;4.996;13.895;27.547;9.597;1.376;59;18;26.207;94.346;11.180;10.592;5.198;43;1.598;12;6;21;40.640;9.707;0;182;5.798;0;4.752;1.651;2.249;152;2.142;3.217;8.203;25.600;34.096;6.828;2.696;195;10;9;5.096;14.541;10.773;143.355;91.499;15.044;13.727;2.470;11.375;547;120;0;0;5.147;2.263;31.193;31.789;14;19.309;2.740;55;3.764;169;13;1.226;9.116;2.955;5.769;15;959; 3.157.626 
agosto-10;136;783;14.720;401;390;110.634;1.078;68.729;137.291;63;1.183;1.934;90;36;6.808;1.209;43.135;5.832;9.904;3.936;26.702;2.409;1.641;1.206;4.011;4.405;2.014.205;8.355;10.353;27.181;5.019;15.183;30.502;11.481;3.914;47;29;17.364;102.415;9.893;9.377;6.379;136;3.525;14;45;26;41.224;9.926;0;69;5.496;16;4.962;2.032;2.125;204;2.194;4.265;4.672;20.197;29.104;4.496;3.237;202;1;26;3.713;11.019;15.637;154.366;83.447;11.108;23.170;1.252;11.934;1.740;157;0;53;5.190;2.561;23.564;28.956;16;25.590;8.093;40;3.362;81;0;13;10.505;1.618;4.708;16;769; 3.291.236 
septiembre-10;264;949;16.076;932;449;92.043;1.226;74.503;130.935;109;1.702;623;39;122;12.106;2.230;68.641;5.464;12.241;4.645;28.944;3.520;2.157;421;4.815;1.400;1.781.564;12.475;18.089;32.606;4.921;16.015;38.721;10.437;4.311;171;77;26.399;95.897;14.428;8.427;6.467;282;4.181;26;59;59;46.301;12.269;0;56;7.108;0;5.831;2.390;1.947;141;2.851;4.055;9.418;31.699;39.501;6.110;3.610;214;11;11;4.536;16.259;20.345;207.484;90.391;19.262;30.940;3;11.432;1.571;0;2;72;5.479;3.264;29.712;37.765;46;49.271;3.372;49;3.966;232;1;430;10.915;1.824;6.237;56;1.053; 3.271.661 
octubre-10;7.400;1.439;10.425;1.268;422;85.931;693;86.754;163.982;179;1.535;627;100;23;13.263;4.862;57.896;5.591;9.439;4.253;24.267;4.116;1.374;1.323;3.355;4.086;2.041.091;9.164;18.987;32.719;6.686;17.603;37.207;10.019;2.594;99;38;22.178;114.216;15.365;10.892;6.725;47;2.697;19;15;2;41.372;11.583;0;21;6.004;46;4.935;1.763;1.993;157;2.629;4.495;6.830;30.148;33.028;6.079;3.688;101;7;32;5.256;13.051;12.219;204.047;118.706;14.108;24.575;1.325;15.424;2.121;0;0;62;5.782;2.951;34.305;26.344;7;31.095;20;858;6.550;93;0;23;10.912;2.019;5.293;1;728; 3.535.759 
noviembre-10;241;969;8.690;1.403;904;96.167;1.719;78.789;208.066;757;1.225;1.701;115;28;9.149;2.436;53.796;5.323;9.463;3.618;27.614;2.644;2.245;413;4.419;2.865;1.976.465;8.810;13.920;29.794;4.449;15.636;27.657;8.662;4.020;110;16;20.684;123.229;9.148;10.579;7.512;232;2.650;19;21;96;42.352;12.072;0;236;6.648;0;5.181;2.949;1.757;128;2.184;4.143;7.199;21.077;29.738;8.789;4.326;263;14;22;4.035;12.487;14.078;205.412;89.088;13.065;22.503;383;11.826;1.038;45;4;67;5.766;3.729;30.643;24.984;27;24.423;148;759;6.340;155;3;30;9.996;2.006;5.055;19;435; 3.426.095 
diciembre-10;318;2.032;13.622;421;432;146.255;1.606;60.780;288.320;391;2.891;2.599;38;136;10.089;2.174;46.106;7.570;9.903;4.552;27.773;3.303;2.630;479;4.483;1.390;2.073.181;7.100;18.382;34.629;3.916;18.305;42.963;11.337;4.119;166;276;35.949;101.252;14.156;11.790;8.838;294;2.876;20;12;121;41.411;10.610;0;248;10.169;0;5.026;4.725;1.847;196;2.276;4.135;6.441;26.909;38.319;11.994;5.431;285;10;44;3.678;10.907;17.965;320.759;112.565;15.092;28.038;37;13.444;1.037;46;0;58;5.349;3.084;29.584;19.591;12;37.837;154;222;4.741;265;1;349;12.792;1.389;6.124;44;316; 3.845.531 
enero-11;256;1.014;9.581;53;619;110.900;1.028;79.807;286.624;2;4.968;1.200;58;3;6.184;752;36.587;4.041;7.052;4.389;25.322;3.034;1.418;2.795;2.605;5.563;2.358.309;7.688;10.695;22.955;5.790;10.057;31.902;9.078;4.851;1;168;25.117;89.888;6.739;11.462;4.811;159;1.402;17;23;168;39.674;11.107;0;11;7.551;0;4.302;4.188;2.063;311;1.858;5.015;4.856;17.064;21.170;8.123;1.564;88;0;0;4.256;11.714;13.919;158.614;103.348;12.719;17.765;19;10.416;1.089;3;2;124;2.925;2.411;23.155;25.603;17;27.452;96;86;4.471;135;0;622;6.072;1.097;4.405;6;1.555; 3.760.176 
febrero-11;125;1.230;9.661;1.164;597;123.516;619;55.820;258.927;245;1.763;1.564;27;126;12.524;1.838;51.681;6.163;6.722;4.839;23.853;2.047;1.936;1.401;4.118;3.876;2.425.055;10.352;15.948;31.251;6.039;14.735;38.803;10.558;3.907;108;88;26.165;97.736;17.029;10.208;6.989;232;2.407;1;9;39;30.502;9.309;0;149;9.097;19;4.768;3.950;1.789;459;2.119;4.914;4.520;18.526;23.996;8.577;1.842;139;2;1;2.894;13.374;20.779;205.601;101.831;10.881;44.217;0;12.621;839;48;0;65;4.576;2.493;29.769;21.863;0;27.609;54;79;5.227;167;0;23;26.674;2.138;5.395;29;604; 3.958.572 
marzo-11;6.272;1.712;16.887;545;662;120.369;2.773;69.144;297.269;49;2.235;3.499;39;283;16.777;2.594;84.962;10.292;9.278;4.837;35.317;3.164;2.713;5.658;5.410;3.147;3.004.523;10.507;17.927;36.487;7.981;19.972;48.032;13.911;5.497;69;55;33.286;143.918;21.504;14.818;7.499;370;3.815;1;15;88;57.450;11.454;0;102;11.242;0;7.076;3.412;2.457;302;3.801;5.758;10.577;24.679;33.129;7.973;4.435;238;1;11;5.329;18.002;16.994;225.467;72.724;16.944;43.039;20;15.886;659;54;0;105;5.932;4.333;62.414;34.256;20;52.859;241;43;5.049;187;3;1.387;20.788;3.179;6.159;52;928; 4.893.312 
abril-11;3.806;1.591;14.761;184;566;108.353;1.213;62.017;278.288;1.148;2.495;1.144;77;199;31.768;2.109;77.703;9.402;6.727;5.276;23.491;3.239;2.372;2.022;4.848;1.828;3.120.318;13.783;14.468;32.151;9.889;15.706;38.610;13.878;3.950;18;79;22.318;140.390;12.282;13.357;6.040;280;2.937;39;25;81;47.816;13.412;0;18;8.600;1;5.562;2.443;2.653;228;2.860;5.471;5.111;21.754;29.494;8.620;5.469;255;70;243;4.398;11.538;13.303;229.904;82.083;26.135;26.508;24;14.362;2.008;1;0;87;7.027;2.825;36.209;35.537;27;38.051;199;113;3.931;301;2;1.170;11.888;2.214;5.248;179;514; 4.823.094 
mayo-11;8.120;1.538;11.583;248;863;170.311;2.021;101.988;191.461;535;2.634;2.299;25;288;44.314;1.502;59.234;5.703;7.731;4.975;38.427;2.864;1.833;2.526;4.652;2.287;3.406.332;8.864;21.836;35.272;8.665;18.162;41.478;12.949;5.126;132;56;30.795;128.075;15.463;16.016;7.042;201;2.196;12;21;78;55.060;13.779;0;16;8.283;70;6.063;2.122;2.056;211;2.515;5.357;5.702;23.730;30.537;7.325;5.218;365;1;16;4.992;14.240;20.762;257.411;90.647;8.888;19.550;0;12.512;345;21;3;32;5.456;3.026;29.688;30.693;12;33.061;61;134;6.471;153;16;962;8.838;2.305;5.746;13;512; 5.153.710 
junio-11;12.060;2.379;12.261;271;1.256;133.245;1.499;78.045;218.481;225;2.233;3.381;52;318;52.258;2.470;57.962;6.931;9.071;6.176;39.698;2.976;2.371;3.132;3.931;3.246;3.024.603;10.328;12.944;38.850;6.063;13.276;50.630;10.990;4.129;244;80;23.795;126.505;17.376;13.726;6.276;550;2.890;22;42;37;53.150;13.225;0;29;7.118;49;5.516;2.224;2.297;67;3.087;5.949;6.309;23.455;30.892;9.678;3.858;285;32;20;5.602;14.957;17.376;217.722;70.441;22.431;34.915;0;16.195;953;44;1;11;5.896;3.335;25.031;32.436;97;27.802;213;94;4.700;200;0;87;13.433;2.212;5.260;65;709; 4.708.737 
julio-11;393;2.289;14.331;337;398;94.199;901;34.874;153.445;2;1.854;785;81;19;38.339;3.030;75.213;4.805;6.787;3.789;32.433;2.473;1.710;2.405;3.675;2.290;3.329.134;9.596;15.419;33.708;21.504;11.672;37.849;10.726;5.710;138;57;22.652;161.364;14.209;12.557;6.212;64;3.039;34;4;102;53.483;12.126;0;100;7.430;9;4.939;1.588;2.097;260;2.101;6.158;5.317;22.379;29.323;9.341;3.833;191;2;23;5.358;12.739;14.263;246.721;45.229;15.293;37.451;34;11.856;1.492;2;6;31;6.144;2.468;28.722;39.184;36;30.465;72;103;5.486;86;0;2.149;11.479;3.126;7.923;8;997; 4.866.229 
agosto-11;238;2.492;11.073;669;803;92.578;1.015;83.529;156.122;117;1.753;2.242;37;206;24.857;2.166;84.281;6.255;8.136;4.424;31.927;2.806;1.483;4.132;3.521;6.655;3.241.655;10.999;17.620;32.108;8.155;23.158;39.500;13.635;5.367;63;152;29.015;146.165;19.021;13.226;7.093;230;2.883;31;12;739;50.775;14.259;0;7;7.202;13;6.236;2.138;2.440;183;2.450;6.503;7.720;24.911;32.493;8.586;5.180;346;10;15;5.580;17.555;15.360;295.213;88.620;24.094;26.106;11;12.951;451;15;0;87;6.405;2.993;31.408;34.489;329;36.006;35;108;5.543;170;0;411;11.957;2.913;5.976;13;1.038; 4.941.645 
septiembre-11;350;2.922;16.493;260;553;72.834;1.088;78.620;134.579;26;2.311;1.196;35;5;33.745;1.618;74.686;7.222;8.849;3.904;31.915;2.869;3.407;3.055;3.098;302;2.982.215;11.636;16.085;35.835;5.464;22.130;42.128;10.753;4.953;938;154;24.476;117.855;21.384;13.246;6.189;338;2.884;33;12;115;51.050;11.859;0;28;7.913;49;6.236;1.786;2.200;503;1.955;5.367;7.703;18.198;25.826;7.825;3.857;203;9;31;5.457;11.293;14.432;279.960;104.022;29.338;23.252;0;10.397;215;47;1;75;6.048;2.228;36.822;36.168;101;37.078;111;272;5.045;146;4;427;14.547;1.848;5.152;40;515; 4.582.401 
octubre-11;217;3.268;11.329;326;1.076;71.978;884;87.073;165.405;23;1.950;1.872;39;184;18.211;4.988;86.396;5.480;8.170;4.005;25.171;1.920;2.150;1.112;2.723;2.102;3.154.711;10.203;19.123;33.055;7.383;17.517;42.074;10.959;4.127;81;98;23.540;121.554;13.023;11.114;6.413;151;3.035;13;11;50;44.786;12.697;0;13;6.948;58;5.469;1.750;1.732;173;2.741;4.090;7.917;23.542;31.892;7.900;4.206;145;6;20;4.804;15.359;17.195;272.591;110.465;19.216;26.110;0;15.561;152;2;0;175;6.385;3.004;29.643;38.320;35;38.457;95;186;5.544;159;5;4.134;13.524;2.665;6.086;61;690; 4.772.996 
noviembre-11;3.485;3.977;11.620;423;1.016;96.347;1.052;77.022;245.367;834;1.869;1.243;118;44;19.524;3.097;81.930;4.780;8.435;3.886;31.608;3.369;2.250;903;2.230;2.986;3.396.272;10.386;16.215;43.897;5.954;16.753;40.615;12.882;4.017;140;200;29.306;114.858;17.025;13.872;8.921;397;3.069;41;11;114;47.523;11.424;0;139;9.624;4;5.675;2.283;2.327;245;1.836;4.915;8.025;27.482;39.237;6.098;7.408;220;8;29;4.558;15.320;15.061;311.273;87.029;21.132;32.558;6;12.063;56;29;38;34;6.023;3.504;35.352;32.444;588;23.735;49;122;5.405;109;1;562;13.725;2.198;4.779;9;706; 5.147.330 
diciembre-11;8.338;3.936;20.858;753;282;65.409;917;65.807;279.488;752;5.392;1.547;58;10;10.812;3.135;107.455;6.718;9.393;3.267;26.816;3.846;2.256;1.305;2.969;1.340;3.512.853;11.126;13.291;33.574;5.316;20.839;37.995;13.716;5.092;182;39;28.111;121.895;13.638;10.344;6.988;159;2.613;6;25;180;51.029;12.384;0;0;6.526;45;4.267;1.704;1.972;158;2.318;4.780;7.568;26.150;36.397;6.691;5.324;479;5;20;5.814;12.750;20.785;333.061;78.561;17.797;24.621;1;10.578;0;2;5;106;5.854;3.043;43.900;34.973;533;41.470;833;525;7.646;301;8;0;16.211;3.194;5.000;24;486; 5.306.738 
enero-12;3.537;2.130;18.284;515;1.192;128.712;859;66.230;197.296;329;4.530;1.475;90;13;8.973;4.345;63.274;5.139;7.486;3.351;28.018;2.425;1.893;4.716;2.402;2.581;3.313.842;10.732;14.871;30.866;5.002;8.643;34.143;10.867;3.941;341;34;25.716;118.234;12.937;11.581;4.259;217;2.343;3;17;0;38.768;8.759;10;96;4.225;58;2.882;1.629;2.387;29;1.607;3.614;3.725;18.965;22.880;5.560;2.013;312;7;0;4.367;11.392;16.692;215.465;79.417;11.381;28.741;2;9.349;39;0;10;58;3.770;1.687;25.393;28.695;420;25.732;109;4.226;5.946;183;3;583;10.097;1.007;14.391;12;695; 4.785.773 
febrero-12;9.882;6.484;6.636;322;1.229;102.204;1.311;53.397;186.693;363;7.533;1.734;96;181;15.956;2.700;63.131;6.341;5.878;3.139;30.393;1.888;2.519;1.346;1.206;1.691;3.319.381;11.611;14.223;31.202;6.534;16.140;43.320;12.094;4.866;103;61;27.502;124.968;14.076;9.614;4.923;234;2.506;7;7;131;32.520;9.850;0;17;9.484;97;5.228;1.953;2.303;227;1.981;3.937;6.665;21.058;27.668;7.159;2.914;184;1;17;4.771;15.168;27.059;326.152;114.352;20.725;31.787;33;14.865;43;13;1;92;6.137;2.661;30.981;38.178;1;37.947;39;505;4.335;452;0;1.735;9.593;1.547;18.509;31;587; 4.999.318 
marzo-12;24.134;5.196;8.254;179;959;159.288;1.593;53.696;203.636;763;3.317;4.943;48;32;31.006;4.961;78.704;5.839;8.249;3.736;29.172;2.718;2.152;1.242;2.492;6.706;3.870.611;19.162;24.093;35.074;5.641;17.832;38.376;12.915;4.659;136;21;30.545;137.335;15.314;13.808;6.348;509;2.704;7;20;101;37.830;10.267;0;150;10.080;35;5.522;2.198;2.568;46;2.156;3.908;9.143;24.284;35.109;4.971;3.394;710;5;36;5.711;14.770;23.806;295.967;105.338;26.912;23.975;0;13.628;48;52;8;50;7.885;3.241;43.063;32.357;9;44.473;349;10;5.181;98;43;717;10.783;1.648;20.603;147;845; 5.712.355 
abril-12;22.649;2.407;22.479;481;597;88.152;1.032;55.845;121.442;721;2.671;3.541;89;201;6.180;5.465;59.114;4.558;8.170;3.275;31.688;2.357;3.000;1.821;2.160;2.044;3.522.192;9.220;11.934;31.236;7.199;14.348;39.473;12.198;4.444;114;83;31.428;118.325;12.816;11.887;5.952;281;2.979;29;6;63;31.124;9.974;0;18;6.692;14;3.258;2.321;3.279;209;1.460;3.635;5.662;22.455;28.973;7.334;5.323;195;7;24;4.838;14.160;14.246;274.986;82.331;15.828;24.861;0;15.175;40;31;0;25;6.446;2.314;30.213;33.561;22;33.630;1.071;62;4.882;189;17;4;9.592;2.654;19.104;40;300; 5.010.929 
mayo-12;34.085;8.014;10.759;570;926;135.069;870;105.486;167.644;2.197;2.241;2.425;58;9;46.025;3.898;53.263;7.418;11.009;5.129;28.145;2.496;1.931;3.883;2.299;1.114;3.529.123;8.450;19.521;47.115;6.353;21.308;47.564;14.540;5.935;24;50;28.830;145.739;15.437;14.937;8.260;214;4.848;24;19;53;32.192;10.939;0;4;8.197;21;6.245;2.052;3.170;254;3.093;5.191;9.005;26.726;34.723;4.999;5.250;474;13;10;5.265;14.491;30.204;293.289;101.337;28.486;24.030;5;14.765;41;6;2;55;5.238;3.487;39.903;46.000;35;40.026;773;461;8.103;103;8;951;11.678;1.884;24.038;240;606; 5.403.375 
junio-12;34.663;5.606;11.084;602;777;81.150;858;95.953;162.433;245;1.374;1.395;49;260;14.944;3.486;51.468;7.188;7.715;3.918;31.689;2.921;1.856;5.863;2.808;1.646;2.884.610;7.798;18.785;40.872;3.505;12.918;38.276;10.626;4.776;185;43;29.003;128.289;8.813;13.376;7.797;465;3.428;5;13;40;34.379;10.935;0;12;9.151;34;4.654;3.050;2.272;175;2.286;5.199;6.801;24.150;32.376;12.071;4.055;340;5;2;5.137;18.788;17.310;308.991;82.257;31.129;30.304;108;13.580;42;7;5;42;6.573;3.102;39.297;34.137;130;32.086;29;33;5.293;470;1;1.662;11.578;2.640;20.388;107;678; 4.563.431 
julio-12;36.010;3.744;21.819;813;1.342;148.586;1.094;66.945;151.832;126;3.855;2.480;71;170;29.932;1.717;62.039;5.379;8.954;5.229;31.324;3.121;2.214;3.383;1.998;1.898;3.198.849;9.875;15.920;37.929;7.964;13.581;49.157;13.564;4.998;72;74;29.773;114.678;10.576;12.659;7.580;248;4.766;29;6;105;38.959;11.017;0;54;6.181;115;5.151;3.381;2.165;321;2.791;5.287;7.145;26.901;35.713;7.165;4.325;264;3;12;5.794;15.135;18.924;302.434;64.737;27.049;26.991;19;12.275;0;30;9;68;6.920;4.073;38.436;39.909;10;75.854;245;166;5.023;204;0;3.054;15.384;2.838;24.954;26;921; 4.976.905 
agosto-12;48.351;1.040;12.521;390;1.345;89.858;947;72.371;180.244;157;5.633;2.791;52;60;25.163;3.987;80.346;5.506;10.060;4.446;26.149;2.888;3.004;2.484;2.054;3.438;2.728.452;8.825;18.764;44.090;7.294;12.368;47.285;16.320;4.797;72;39;40.671;146.426;15.284;13.839;6.748;216;3.348;20;8;145;34.286;11.248;0;34;6.574;92;5.030;2.284;2.551;210;2.710;8.059;6.839;21.925;32.065;5.076;3.913;361;8;11;6.355;15.859;18.266;323.598;91.831;33.591;35.704;0;16.395;68;7;0;74;6.553;3.002;37.575;32.890;26;59.211;0;54;5.179;295;3;629;14.134;2.859;21.573;84;1.395; 4.570.780 
